sample_path,sample_sha256,expected_source_class,generator,logit,score_generated,score_semantics,prediction,threshold,model_name,model_version,weight_sha256,device,is_mock,task
sample_data/western_blots_dataset/real/real_img_00000.png,29a0bcb0dfc3b8fe349e1926ac5674c8251f01cdb19cee46b22cd1911394c5fe,original,real,-2.277153968811035,0.09303281456232071,uncalibrated_sigmoid_risk_score,original,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/real/real_img_01183.png,9ae1d99048cea92450f7a2dbe7f87c457f862bf90e4c11f5a15fd7c9d057732d,original,real,-0.6401067972183228,0.3452223837375641,uncalibrated_sigmoid_risk_score,original,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/real/real_img_02366.png,ed4810f44359846901c3ed7d0437e250bb3fecceff9779e3464ebbd700a533e4,original,real,-8.689977645874023,0.0001682354777585715,uncalibrated_sigmoid_risk_score,original,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/real/real_img_03549.png,0a3b17581bbbbd4b546b40fae82fb87e183a00fa9f42a569890fb01a874f0a19,original,real,-1.809677004814148,0.14067716896533966,uncalibrated_sigmoid_risk_score,original,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/real/real_img_04732.png,4df1c1136450dd840ea0eae845b709feb7480437f7c1b5bc96e9fc89ad132ec2,original,real,-1.9995251893997192,0.1192527785897255,uncalibrated_sigmoid_risk_score,original,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/real/real_img_05916.png,0d50c0f4cf4a3143adbf7fc03c946d20a08914ecf0a4ff4978072460bad9490c,original,real,-2.414938449859619,0.08204063773155212,uncalibrated_sigmoid_risk_score,original,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/real/real_img_07099.png,95e98df895d0150216ed984154f4c3d254a357629a96dee3c5b0b3bedf8e760d,original,real,-5.9828200340271,0.002515361877158284,uncalibrated_sigmoid_risk_score,original,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/real/real_img_08282.png,49b6142772491b257eac9e62ea2e1035c9242980d08ef7e3431b29abd64cbca7,original,real,-1.0307890176773071,0.2629311680793762,uncalibrated_sigmoid_risk_score,original,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/real/real_img_09465.png,5bf9e0798fd35da7d1fe68d0715d6dd13833fa8668f01417e41344b57920d651,original,real,-2.5702123641967773,0.071080282330513,uncalibrated_sigmoid_risk_score,original,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/real/real_img_10649.png,b4f965ada9cff6e3d810d9e6f0c06d7763c0f13125f82432a018a97e8d1d558e,original,real,-1.6107162237167358,0.16648919880390167,uncalibrated_sigmoid_risk_score,original,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/real/real_img_11832.png,53c44e007ce2375accdab19791d9ade8e159fed85f6843371de5d8c5494c4ce2,original,real,-2.5267982482910156,0.07400074601173401,uncalibrated_sigmoid_risk_score,original,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/real/real_img_13015.png,691e59d3d5ce148a2d5f66aa5aee89a8a81b8d3e9a8b0e51a6fb326818c8c02d,original,real,-2.2533249855041504,0.09506304562091827,uncalibrated_sigmoid_risk_score,original,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/real/real_img_14199.png,fe6e1b52a021e65e98d398eb9d6203e1bbb0fcd8e9dac3d329be9cb71f189e8f,original,real,-0.994266152381897,0.27007025480270386,uncalibrated_sigmoid_risk_score,original,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/synth/stylegan2ada/stylegan2ada_img_00000.png,f066ecc4c14dddf6fc1f217afcf7c568ee26267a62439f644258033650b2d3ce,generated,stylegan2ada,14.996994972229004,0.9999996423721313,uncalibrated_sigmoid_risk_score,generated,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/synth/stylegan2ada/stylegan2ada_img_02999.png,6caa3012264fb97682bf557f84cb723a9df70a92b4d163c8105f694a26710a16,generated,stylegan2ada,8.838412284851074,0.9998549222946167,uncalibrated_sigmoid_risk_score,generated,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/synth/stylegan2ada/stylegan2ada_img_05999.png,843a42b3f5d9786ddf0853cd31e151fffb18467235a19addbaefca539b598311,generated,stylegan2ada,2.8620781898498535,0.9459396600723267,uncalibrated_sigmoid_risk_score,generated,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/synth/cyclegan/cyclegan_img_00000.png,b27133147b24be734cd0b8f31b655e36b7e2686e3711ee23ef8e1b0564b0a667,generated,cyclegan,1.6462746858596802,0.8383869528770447,uncalibrated_sigmoid_risk_score,generated,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/synth/cyclegan/cyclegan_img_02999.png,0b251d80c80c09f8e4365c15a87451c123c008d8a788171caafbaf9da421cd87,generated,cyclegan,0.5378413200378418,0.6313101649284363,uncalibrated_sigmoid_risk_score,generated,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
sample_data/western_blots_dataset/synth/cyclegan/cyclegan_img_05999.png,08310927561852f9cc8387c6af08e85da714faa4d28d5e566efcfe87ca51937c,generated,cyclegan,13.405861854553223,0.9999984502792358,uncalibrated_sigmoid_risk_score,generated,0.5,western-blot-aigc-detector,detector-sam-vit-b-lora-r8-all-img512-51265aec,51265aecd96858feeead19cc47f9bd3dc0af3fa7d793582482a9287a153c3e25,cpu,false,detect
