sample_path,sample_sha256,expected_source_class,generator,split,family_id,phash64
real/real_img_00014.png,c5bf2a69c8c1ce3224698f00e20083689357ec591c9c30af18e413bf08b7de0b,original,,reserve,western-blot-00014,ccb1b34eb0916cb3
real/real_img_00040.png,04941c127cf1bb707965333d4e6eac674fb166be5754e20044d3a705e4ec2090,original,,reserve,western-blot-00040,aad5d52ad4ad02d5
real/real_img_00051.png,83e1d0975ca61111b80312349fc6fed1e6f2b139f73053a8b53fde7760e0d2e1,original,,reserve,western-blot-00051,f07c8fc3b08c8f61
real/real_img_00055.png,6a7c2a08f1cdfe324bb90de84c4edbaf78b4a760531461a9c396282e02e7e426,original,,reserve,western-blot-00055,9b1be9e4e4e48616
real/real_img_00057.png,5a5618dabe39fdaecef7972ac82a2e167047c13a186136e0747ee99bf00e4773,original,,reserve,western-blot-00057,aa55d5ae42d53a62
real/real_img_00065.png,c1e1707f4b32cbc899b5a20bb4ff3e706250edd76fd852f093a124f26a4086aa,original,,reserve,western-blot-00065,8869e3929db5a65a
real/real_img_00093.png,f8145042414a7d6d0d2e762a2afb6a1cee33ba4edddb0a51d7295915ccaa915d,original,,reserve,western-blot-00093,e19fbe619dbc8840
real/real_img_00095.png,da820267a120b344bb3b9e1bd3f93a8d03faa659b0d2d67947cbfaf1387cc37e,original,,reserve,western-blot-00095,ff5f80e0b88f8270
real/real_img_00097.png,696f2057ce5e48de0173fd6f55979b2d10a80fcc1d68c05831b4af637518b01c,original,,reserve,western-blot-00097,bfc0a43f59c4a4b4
real/real_img_00108.png,91be90fef991f70cd9c8a2131e385554584f61cd4dc2855c89e42aa20349ff23,original,,reserve,western-blot-00108,f88787783c87709c
real/real_img_00129.png,3e595350d2e097dcbc55e2b7c763aa9607ed8158ab316e1bc87b2b3928617ea1,original,,reserve,western-blot-00129,fe81817a1fa07897
real/real_img_00146.png,9814af0dd749b016205c8392b71de49ac37b9a12a7eb7bc85dc5889ac6e13283,original,,reserve,western-blot-00146,ccf0b24c5cb34abc
real/real_img_00149.png,0257486c973768bf1e20a8cc972c57ca347acd7df6394f07f374dae48a5d2f64,original,,reserve,western-blot-00149,b5cada3465da30c5
real/real_img_00158.png,abf3af14230a72facffe6e9009d821452fdec4326ee08d74f7c16485da9993d1,original,,reserve,western-blot-00158,9fe000e00fc41fff
real/real_img_00164.png,bf41e652f3ba390e6f6e13d3ce9b2effd5e69d2738557100c81cf21de21faed4,original,,reserve,western-blot-00164,b981f119ccee19cc
real/real_img_00182.png,1670a533fafbbe3484e854a22e614a4367a8db5ab1a909c427147c5ec7875839,original,,reserve,western-blot-00182,bb19cec6e6333109
real/real_img_00186.png,bf41e652f3ba390e6f6e13d3ce9b2effd5e69d2738557100c81cf21de21faed4,original,,reserve,western-blot-00186,b981f119ccee19cc
real/real_img_00214.png,1c5c2764bb2760352c830c0b345703b5e81a56d464be279e1308075c38f682b3,original,,reserve,western-blot-00214,b33333333b1b1a1a
real/real_img_00231.png,46adc1592fd3bee2fe501a9299e1c3ce9442b885e514c6c3e8e1738ae98c2c7e,original,,reserve,western-blot-00231,bb30e53312c4f333
real/real_img_00235.png,2f47e8bffcb32f9df1edeb7fc264303ca70c940fbecc314c27b598c3453b7fd0,original,,reserve,western-blot-00235,9fec11e433e0f9c0
real/real_img_00271.png,60a765c564688bc64397b2a9b9b73cc32d87dc06465d596f57f28b2f32ef3826,original,,reserve,western-blot-00271,870793f80f07d3f0
real/real_img_00296.png,3e0d765c6fa19e2db73eb06c6443f6210664e0f23b7b60f183a805c5127ee7a4,original,,reserve,western-blot-00296,8707f0f80713f8f8
real/real_img_00317.png,6bf88056363d24b2af9931a9ebe615a01b53d57c6478dd38394dec7c258bff94,original,,reserve,western-blot-00317,b2cd30cf3ce30c33
real/real_img_00350.png,96b5299f9d8d69f873ee411b0e38c3d4b868ca87bf45323182abbc4fb595a892,original,,reserve,western-blot-00350,88f778273af0433c
real/real_img_00431.png,802d1a5eaed45db19ce7dcdedba3da23b201ee1f926658b01240d821e1371fa4,original,,reserve,western-blot-00431,c0babf4500aaff49
real/real_img_00434.png,88351b6d2fbed04da5b30c288385fa4eebda986a2f5b41cd78f2af4327f20cff,original,,reserve,western-blot-00434,8080eff71000efff
real/real_img_00454.png,b8a76690db13f4cf46a2520f7fc09bdbcd0e107ee0cac6b93f9e103d0c2bc27d,original,,reserve,western-blot-00454,b156cfe9eb161610
real/real_img_00472.png,c50c32a5e5d03900aee946936adfa418f4f9aa14883a001910f27695ef2e93bf,original,,reserve,western-blot-00472,ca35b5ca8e04717b
real/real_img_00484.png,cc020ae2f46ea0bb39684777270c95f93b83144b385917b31359a60f7c32f912,original,,reserve,western-blot-00484,b116cfe9eb161611
