sample_path,sample_sha256,expected_source_class,generator,split,family_id,phash64
real/real_img_00006.png,f8466a14e7a37729fff8d238332a4f3faff5b76525dd9b6d3f2406008c1cf45e,original,,calibration,western-blot-00006,9be4e41ba4847be4
real/real_img_00008.png,f60f24f61e1a9be2793f9785d4c396411c9c9cae07963a28aa22e413793754a6,original,,calibration,western-blot-00008,e09f9f608ee7108e
real/real_img_00010.png,059c0ae0f91f41700f32cda9a91a7295daa99b0e1747a759f1c56a79e3cbf065,original,,calibration,western-blot-00010,fe80807fafe01c8e
real/real_img_00026.png,39d20783d51970e73d5ab9393cddc92f04dd5bf3057ec23beb9c43248f1aaa1c,original,,calibration,western-blot-00026,f0588f8f60709e8f
real/real_img_00049.png,5cf06abff44cde54a2f58e79e7c1ce9639d6399d22da374ebe375d138b96f477,original,,calibration,western-blot-00049,fa84817a9f8370bc
real/real_img_00054.png,3a9d5ded5672dee5c34bbc3f329c0f2475584397002f5a63a901edc96054ff16,original,,calibration,western-blot-00054,e0789fc7809c9e63
real/real_img_00109.png,a9e4dd61500a298a0a3fcf39dcde8d9964d0b8d5fcb4274ee26a27043c120bd0,original,,calibration,western-blot-00109,ab08d4f72ac0b51f
real/real_img_00111.png,08cdd2f64590e5deb14eab4f1866893fbc13d03ec139f95ddccbb342378fc226,original,,calibration,western-blot-00111,fa9581783f837095
real/real_img_00139.png,a9b734ab1cf57aefb0ed48194b8a3142776ff22cb4caba8bdadf05d86675bf67,original,,calibration,western-blot-00139,e19d9e61318e6399
real/real_img_00162.png,1fbdb0ab3237ec61071d6c6b9069982438504d8533b2794b116398213108ed76,original,,calibration,western-blot-00162,9fc438c7f09f210e
real/real_img_00193.png,aed750d7123e9e8740500bdf5b9740389518565002b06e479da4aa7df0b55f5c,original,,calibration,western-blot-00193,bbc71fce3101e0cc
real/real_img_00204.png,0ac3bb123d0018085fac11c5fc89e7b5719294aa1c74ef773ad4a52d79964fc5,original,,calibration,western-blot-00204,9fe438c3f89fa005
real/real_img_00208.png,293224f4ca989a74cda1a17ff275e1a51d9d3c1b120e9a89f1a20db0a0a6bd8d,original,,calibration,western-blot-00208,9fe41bc03c833cd3
real/real_img_00237.png,d2b7f450c1d2355014e61b848e17757e581b25d747c5c1aed2e770f0e6aaa4d6,original,,calibration,western-blot-00237,9bf70ee7338048cc
real/real_img_00258.png,c7b62c0b1f2f4ec613c79b1ee3c534c543fc4c77b755a65cd733888df66dfb87,original,,calibration,western-blot-00258,87f8f803ec07f80e
real/real_img_00277.png,6988199cf8d0b119fb7209b69dcd82b3ed704f98efa2e9a302763a85d3979ff1,original,,calibration,western-blot-00277,87f87c0356f807e1
real/real_img_00309.png,4ed4d557eb628d93a1f6a4f647edee6b851a4e43a4df6334e9140f7250a63e98,original,,calibration,western-blot-00309,b2cc32cd30cf38c7
real/real_img_00311.png,afe5dde34e42a51b889d285f3c3df8221519164a125622ebcca146486723adad,original,,calibration,western-blot-00311,b2c98c708fcc36cb
real/real_img_00331.png,6cd7dbfede5a25229b9b819bd6902da25f3c9ee9667654e863a8b1754a99563c,original,,calibration,western-blot-00331,b2cd8c728f7483cc
real/real_img_00348.png,88d0e7747ab8b6e3981eaca820289920e952570ea60e85ca1711a2142a2c2083,original,,calibration,western-blot-00348,b232f08f8fc8f834
real/real_img_00402.png,984206eab7a40486c9f4bd2995df54de6ebcff7e6551a110b6cc593dfe9abfdb,original,,calibration,western-blot-00402,b630cbcf243699c9
real/real_img_00403.png,f9877241ffb56ba8ee269deb92059b68cf2df5f65d7e04071fd381d6962d3468,original,,calibration,western-blot-00403,83fcb2874d790f82
real/real_img_00405.png,dd694c041ddb5b981b1afbd171ea694e676f16a2381581b372d4daff5c8c8eab,original,,calibration,western-blot-00405,cd49bab6b605454d
real/real_img_00408.png,c6aafaaedfeb4f6cdaaa193f10071a0237771ae2a405d36ab65cb6f35c54a263,original,,calibration,western-blot-00408,aa9dcee6e6911922
real/real_img_00410.png,29a1aef3d8cc1a4bb2d077875d5196e09293b788df82db4dc80fadc9746f60c8,original,,calibration,western-blot-00410,c5b88a64b5986eb5
real/real_img_00418.png,153d22682e3db8a862fbe891bd18e84aea72a6c6f9d4dd1248c12b806431090e,original,,calibration,western-blot-00418,e56798987367249c
real/real_img_00436.png,53b1ae927185a231c014974979c913472432cbf9b9686a216f20301c61db804e,original,,calibration,western-blot-00436,c9b69649ad96492d
real/real_img_00440.png,b43370a66de878842c0dd36c8e9303a944055a207e733867d67c67fa149adeef,original,,calibration,western-blot-00440,9ef1a52c53531e0d
real/real_img_00448.png,e1efebb86c052db4af36ebd2ee68c710faeafc07500215e278e41bd1ef9ec800,original,,calibration,western-blot-00448,94e8e3f01c0ee3f1
real/real_img_00464.png,d82f5577b9b88d3cbf81f19cb03e556b63e52f5931beb184c32d16ec6d60dd36,original,,calibration,western-blot-00464,a71dd8e2e2253527
real/real_img_00476.png,fe1e845e21aa6f6993f07b136b639aae23f3b512218e1356cf5839bebca32524,original,,calibration,western-blot-00476,b853c7acad13135a
real/real_img_00509.png,cc9ef93a6e842181d52b57e90b7199b5aa724442594ceb0b833b86c197815bc9,original,,calibration,western-blot-00509,fe3e8080c0763f3e
real/real_img_00514.png,9b8fe22d099cbfaa66d2e0bfaf104d2b4e44062e9241570e19dc18234b75f003,original,,calibration,western-blot-00514,d918a6e6d75919a4
real/real_img_00530.png,105df9491b6088252b3369811b566f9785644cdc3e094988dee1659219115a37,original,,calibration,western-blot-00530,9617e9e8d41616ab
